10000000,100000000,32,256,64,16,0
10000000,100000000,32,256,64,64,0
10000000,100000000,32,256,64,256,0
10000000,100000000,32,256,64,1024,0
10000000,10000000,32,256,64,4096,0
10000000,10000000,32,256,64,8192,0
10000000,100000000,16,128,64,16,0
10000000,100000000,16,128,64,64,0
10000000,100000000,16,128,64,256,0
10000000,100000000,16,128,64,1024,0
10000000,10000000,16,128,64,4096,0
10000000,10000000,16,128,64,8192,0
10000000,100000000,512,64,64,16,0
10000000,100000000,512,64,64,64,0
10000000,100000000,512,64,64,256,0
10000000,100000000,512,64,64,1024,0
10000000,10000000,512,64,64,4096,0
10000000,10000000,512,64,64,8192,0
10000000,10000000,16,64,64,16,0
10000000,10000000,32,64,64,16,0
10000000,10000000,64,64,64,16,0
10000000,10000000,128,64,64,16,0
10000000,10000000,256,64,64,16,0
10000000,10000000,512,64,64,16,0
10000000,10000000,1,20,1024,16,0
10000000,10000000,1,25,1024,16,0
10000000,10000000,1,30,1024,16,0
10000000,10000000,1,32,1024,16,0
10000000,10000000,1,36,1024,16,0
10000000,10000000,1,40,1024,16,0
10000000,10000000,1,42,1024,16,0
10000000,10000000,1,44,1024,16,0
10000000,10000000,1,48,1024,16,0
10000000,10000000,1,64,1024,16,0
10000000,10000000,1,128,1024,16,0
10000000,10000000,1,256,1024,16,0
10000000,10000000,1,512,1024,16,0
10000000,10000000,1,1024,1024,16,0
10000000,10000000,1,2048,1024,16,0
10000000,10000000,1,4096,1024,16,0
10000000,10000000,1,8192,1024,16,0
